ProviderName,LicenseType,ProviderType,ProviderTypeDescription,QualityRating,QualityRatingDescription,ProviderCapacity,PhysicalCity,PhysicalZipCode,CountyNumber,CountyName,PhoneNumber,HoursofOperation,DaysofOperation
Patricia  Bishop,UNLICENSED,6,Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-653-3323,11 AM - 3 AM,M T W TH F
Patricia  Jenkins,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-653-3345,1 PM - 11 AM,M T TH F
Patricia L Holder,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-658-0141,2 PM - 2 AM,M T TH 
Patricia Neil Smith,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-665-7901,2 PM - 2 PM,M T W TH F
Paula Tijerina,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-695-0183,1 PM - 6 AM,T W TH 
Peggy Draehn,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-699-0599,4 PM - 2 PM,M TH 
Peggy Garcia,UNLICENSED,6,Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-701-2788,10 AM - 10 AM,
Perla Rosenboom,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-704-7084,2 PM - 7 AM,M TH F
Phlessia  Walker,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-710-2051,1 PM - 2 PM,M TH F
Phyllis  Jenkins,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-710-5371,2 PM - 10 AM,T 
Priscilla Ortiz,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-719-6621,12 PM - 2 AM,TH F
Bellfort Early Childhood Center,LICENSED,4,Center,0,Not Rated,44,YAZOO CITY,39194,82,YAZOO,662-726-1454,12 PM - 3 PM,TH 
Ramona Esperanza Ortiz,UNLICENSED,6,Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-726-6565,4 PM - 4 PM,M T W TH F
Rashida Driver,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-728-7758,9 AM - 4 PM,M T TH F
Rashon  Robertson,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-734-5029,9 AM - 2 AM,M T TH 
Rebecca Ann Stallings,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-738-4053,10 AM - 3 PM,W TH F
Rebecca Empson,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-738-4484,9 AM - 7 AM,T W F
Rebecca Hobbs,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-738-5828,12 PM - 5 AM,M T W TH F
Rebecca Mertink,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-739-1870,11 AM - 3 AM,M T TH 
Rebecca Morales,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-739-7707,9 AM - 5 PM,M W F
Regina Brown,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-741-3497,3 PM - 2 AM,M T W F
Rickki Nelson,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BENTONIA,39040,82,YAZOO,662-746-7673,3 PM - 9 AM,M TH F
Rita Marie Morgan,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-746-8569,1 PM - 11 AM,T W TH 
Rose Nelson,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-773-9456,1 PM - 9 AM,T W F
Roseline  Kargou,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-775-1017,4 PM - 1 PM,TH 
Ruby Ligon,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-820-7030,10 AM - 5 AM,T F
Bich Van Thi Nguyen,LICENSED,4,Center,0,Not Rated,90,YAZOO CITY,39194,82,YAZOO,662-827-5102,9 AM - 1 PM,T TH 
Samantha Edwin,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-827-7463,12 PM - 9 AM,T 
Samantha Raquel Freeman,UNLICENSED,6,Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-833-3515,9 AM - 2 AM,TH F
San Juana Galvez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-834-0890,3 PM - 3 AM,M F
Sandra Jaramillo,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-836-4627,12 PM - 4 PM,W F
Sandra Yvette Pina,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-836-8950,12 PM - 1 PM,M W 
Sara  Mlcak,UNLICENSED,6,Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-839-2044,2 PM - 7 AM,T F
Sarah Franke,UNLICENSED,6,Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-842-0136,10 AM - 12 PM,T W F
BISD Community Service STARS Cedar Creek Elementary,LICENSED,2,Slot Contractor,0,Not Rated,44,YAZOO CITY,39194,82,YAZOO,662-842-7100,2 PM - 3 AM,TH 
Sarah Leven,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-843-5706,12 PM - 3 AM,W TH 
Sarah Rose Ramos,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-844-0573,11 AM - 12 PM,T W TH 
Blazier Extend A Care,LICENSED,4,Center,1,Low,14,YAZOO CITY,39194,82,YAZOO,662-887-7626,1 PM - 2 PM,M T W 
Shanna  Eggleston,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-887-8111,2 PM - 2 AM,TH 
Sharon Lewis,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-931-1230,9 AM - 11 AM,T W TH F
Sharon Massey,UNLICENSED,6,Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-931-2052,12 PM - 3 AM,W 
Sharon Prejean,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-931-3902,4 PM - 8 AM,M W F
Sheila Faye Gray,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-962-2650,11 AM - 6 AM,M TH 
Blocks For Tots Preschool,LICENSED,4,Center,1,Low,59,YAZOO CITY,39194,82,YAZOO,662-962-3238,10 AM - 12 PM,W 
Shelly Cooper,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-967-2496,10 AM - 9 AM,M 
Sherry  Hunter,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,678-542-9825,4 PM - 7 AM,T W 
Sherry Amanda Gast,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,708-218-7417,11 AM - 4 AM,T W 
Sherry Taylor-McCullum,UNLICENSED,6,Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,769-216-2035,1 PM - 3 PM,W TH F
Sherry Vrana,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,769-216-2295,4 PM - 10 AM,M T TH F
Shirley Woerner,UNLICENSED,6,Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,769-233-7839,2 PM - 2 AM,M T W TH F
Shirronda   Jones,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,BENTONIA,39040,82,YAZOO,769-233-8247,12 PM - 10 AM,M W TH 
Stephania Sindayigaya,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,769-572-7097,3 PM - 3 PM,T W F
Stephanie  Lucio,UNLICENSED,6,Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,769-610-7737,11 AM - 1 PM,M F
Stephanie Dawsey,UNLICENSED,6,Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,769-798-4769,3 PM - 2 AM,M TH 
Stephanie Franklin,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PICKENS,39146,82,YAZOO,769-798-5594,12 PM - 5 PM,M W 
Sucheta Sanghvi,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,228-218-6471,4 PM - 3 AM,W F
Sue Murrel Todd,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,228-233-5877,12 PM - 8 AM,W TH F
Suzanne Light,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,228-669-7772,12 PM - 2 AM,M T F
Sylvia  Mireles,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,228-896-3770,12 PM - 5 PM,M T F
Tamea Hannah,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,601-259-2605,3 PM - 3 AM,M W 
Tamika Blackwell,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BENTONIA,39040,82,YAZOO,601-260-2153,10 AM - 3 AM,T W 
Tammie McKay,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,601-278-4810,3 PM - 8 AM,M T W TH F
Boys & Girls Club of Brazoria County,LICENSED,2,Slot Contractor,0,Not Rated,38,YAZOO CITY,39194,82,YAZOO,601-331-3177,10 AM - 5 PM,M W TH F
Tanya Gast,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,601-334-6963,12 PM - 10 AM,M W 
Tara  Baraili,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,601-341-1490,12 PM - 10 AM,M W TH 
Ana Luisa Montoya,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,OAKLAND,38948,81,YALOBUSHA,228-447-3645,2 PM - 5 PM,T W TH F
A Time & A Season Christian Dayschool #2,LICENSED,4,Center,2,Average,65,WATER VALLEY,38965,81,YALOBUSHA,228-762-1337,3 PM - 4 PM,T W F
Academy of Learning,LICENSED,4,Center,0,Not Rated,50,COFFEEVILLE,38922,81,YALOBUSHA,601-341-0262,12 PM - 9 AM,TH F
Alpha Academy,LICENSED,4,Center,0,Not Rated,30,WATER VALLEY,38965,81,YALOBUSHA,601-649-1003,11 AM - 3 PM,T W TH F
Lanis Kay Blakley,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,OAKLAND,38948,81,YALOBUSHA,662-302-5712,2 PM - 10 AM,F
Ashleys Playhouse,LICENSED,4,Center,0,Not Rated,49,WATER VALLEY,38965,81,YALOBUSHA,662-356-6556,2 PM - 12 PM,T W TH 
Avance - San Antonio CDC SW 19th ST,LICENSED,2,Slot Contractor,0,Not Rated,26,OAKLAND,38948,81,YALOBUSHA,662-452-5003,10 AM - 10 AM,M 
Bach-Tuyet Thi Vo,LICENSED,4,Center,0,Not Rated,40,WATER VALLEY,38965,81,YALOBUSHA,662-487-1886,10 AM - 3 PM,T 
Michele  Diane Meeks,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,WATER VALLEY,38965,81,YALOBUSHA,662-571-9994,12 PM - 3 PM,M W TH 
Bayou Village School,LICENSED,4,Center,0,Not Rated,40,WATER VALLEY,38965,81,YALOBUSHA,662-590-7159,11 AM - 1 PM,T W F
Regina Ives,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WATER VALLEY,38965,81,YALOBUSHA,662-743-9043,12 PM - 4 AM,TH 
Richelle Marie Dickey,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,WATER VALLEY,38965,81,YALOBUSHA,662-746-7285,3 PM - 8 AM,M T 
Blanca Quiroz,LICENSED,4,Center,0,Not Rated,50,WATER VALLEY,38965,81,YALOBUSHA,662-874-5690,11 AM - 1 PM,W TH F
Briscelda Granado,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PHILADELPHIA,39350,80,WINSTON,601-354-3822,10 AM - 5 PM,T TH 
Diana  Ramos,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,601-566-2005,10 AM - 10 AM,W TH 
Dianna Bombassi,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,601-583-0616,9 AM - 4 AM,
Dianna Ruth Wilson,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,601-583-3387,12 PM - 10 AM,M T W 
Diem  Nguyen,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,601-583-6900,11 AM - 2 AM,M W F
AlphaBest @ Ross Elementary,LICENSED,2,Slot Contractor,0,Not Rated,15,LOUISVILLE,39339,80,WINSTON,601-671-8561,12 PM - 4 PM,W 
Amanda Najjar,LICENSED,3,Group Home,0,Not Rated,30,LOUISVILLE,39339,80,WINSTON,601-715-0504,10 AM - 9 AM,M W 
Amarillo Montessori Academy,LICENSED,4,Center,0,Not Rated,15,LOUISVILLE,39339,80,WINSTON,601-724-1411,11 AM - 12 PM,M T W 
Gina Ward,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,601-736-8326,11 AM - 6 AM,W TH F
Amber Peters,LICENSED,3,Group Home,0,Not Rated,30,LOUISVILLE,39339,80,WINSTON,601-738-5238,12 PM - 1 PM,M T W TH F
Imelda Lara,UNLICENSED,6,Relative In-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,601-825-0402,12 PM - 6 AM,T W F
Khemetha Hampton,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,662-252-7968,2 PM - 3 AM,T 
Kimberly King,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,662-258-2452,10 AM - 8 AM,T 
Kristy Martin,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,662-289-3510,9 AM - 8 AM,W TH F
Kywona   Roquemore,UNLICENSED,6,Relative In-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,662-289-7456,4 PM - 5 PM,M T TH F
Latikia Malcolm,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,662-313-4925,1 PM - 1 PM,M W TH F
Ark Christian Learning Center,LICENSED,4,Center,1,Low,45,LOUISVILLE,39339,80,WINSTON,662-324-5940,10 AM - 12 PM,TH 
Layce Slagle,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,662-328-1328,4 PM - 4 PM,T TH F
Linda Barron,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,662-334-7791,9 AM - 1 PM,TH 
Ashley Reece,LICENSED,4,Center,2,Average,44,LOUISVILLE,39339,80,WINSTON,662-350-3400,10 AM - 6 AM,W TH 
Maria Rodriguez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,662-464-8831,12 PM - 3 AM,M W F
Marina Cuebas,UNLICENSED,6,Relative In-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,662-489-3999,3 PM - 4 AM,M TH F
Marylynn Meador,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,662-545-1303,9 AM - 2 AM,M F
Melissa Wagner,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,NOXAPATER,39346,80,WINSTON,662-571-1930,12 PM - 3 PM,
Barton Creek Child Development Center,LICENSED,4,Center,0,Not Rated,13,LOUISVILLE,39339,80,WINSTON,662-572-0114,3 PM - 12 PM,T TH 
Mike  A Aguilar Jr,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,NOXAPATER,39346,80,WINSTON,662-580-5044,9 AM - 11 AM,T TH F
Basswood Elementary-Clayton,LICENSED,4,Center,0,Not Rated,50,LOUISVILLE,39339,80,WINSTON,662-582-6381,12 PM - 12 PM,M TH 
Misty  Doctor,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,662-590-2426,12 PM - 5 PM,M W TH 
Misty Dawn Northcutt,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,662-590-2781,1 PM - 2 AM,W F
Bear Foot Lodge Private School,LICENSED,4,Center,0,Not Rated,30,LOUISVILLE,39339,80,WINSTON,662-624-4221,12 PM - 5 PM,M W TH F
Omega Camacho,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,662-633-9315,3 PM - 6 AM,M W 
Oshara Roberts,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,662-641-7586,12 PM - 7 AM,M 
Bekki Stepp,LICENSED,4,Center,0,Not Rated,61,LOUISVILLE,39339,80,WINSTON,662-686-2898,9 AM - 12 PM,T 
Bella's Play-N-Learn Center,LICENSED,4,Center,1,Low,23,LOUISVILLE,39339,80,WINSTON,662-721-5846,12 PM - 2 PM,M T F
Rhea Mantovani,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,662-746-4832,12 PM - 4 AM,T TH 
Rose Williams,UNLICENSED,6,Relative In-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,662-773-9456,12 PM - 4 PM,M 
Shennell Langford,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,662-983-2930,2 PM - 3 PM,M T W 
Bluebonnet Montessori School of Lakeway,LICENSED,4,Center,1,Low,75,LOUISVILLE,39339,80,WINSTON,769-257-5598,10 AM - 5 AM,T TH F
Stephanie  Brown,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,769-572-7554,4 PM - 3 AM,T W TH F
Evelyn Annette Moralez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,WOODVILLE,39669,79,WILKINSON,601-683-3348,10 AM - 3 AM,T W TH F
Glenda Hayes,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WOODVILLE,39669,79,WILKINSON,601-740-1641,9 AM - 4 PM,M W TH F
Guadalupe   Ortega,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WOODVILLE,39669,79,WILKINSON,601-774-5460,9 AM - 2 AM,T TH 
Hannah Holland,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CROSBY,39633,79,WILKINSON,601-783-5931,3 PM - 5 PM,M T TH F
Amy Dilks,LICENSED,3,Group Home,0,Not Rated,12,WOODVILLE,39669,79,WILKINSON,601-787-4344,10 AM - 6 AM,T TH F
Amy Valdez,LICENSED,3,Group Home,0,Not Rated,36,WOODVILLE,39669,79,WILKINSON,601-792-8944,11 AM - 12 PM,M W F
Laura Coggins,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,CENTREVILLE,39631,79,WILKINSON,662-323-2993,4 PM - 5 PM,T W TH 
Liliana Hernandez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CENTREVILLE,39631,79,WILKINSON,662-334-1654,3 PM - 4 PM,M W F
Lydia Pegese,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,WOODVILLE,39669,79,WILKINSON,662-378-3152,4 PM - 9 AM,M T W 
Maira Aguilar,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,CENTREVILLE,39631,79,WILKINSON,662-378-9504,11 AM - 5 PM,T 
Barbara Ebner,LICENSED,4,Center,0,Not Rated,75,WOODVILLE,39669,79,WILKINSON,662-550-6338,4 PM - 3 AM,T W TH F
Rosa Dena,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WOODVILLE,39669,79,WILKINSON,662-763-5054,11 AM - 2 PM,M T W F
Betty Lin Early Childhood Learning Ctr,LICENSED,4,Center,0,Not Rated,37,CENTREVILLE,39631,79,WILKINSON,662-773-7787,4 PM - 2 PM,M T W 
Blessed Hands Daycare,LICENSED,4,Center,0,Not Rated,39,WOODVILLE,39669,79,WILKINSON,662-890-1633,9 AM - 5 PM,M W F
Kristi Terry,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,EUPORA,39744,78,WEBSTER,662-286-6838,12 PM - 4 AM,W 
Laurie Lynn Cordero,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,EUPORA,39744,78,WEBSTER,662-327-0604,3 PM - 1 PM,M W F
Bendu  Davies,LICENSED,4,Center,1,Low,82,EUPORA,39744,78,WEBSTER,662-738-4450,9 AM - 3 PM,M T TH F
Blessings from Above CCC 2 LLC,LICENSED,4,Center,0,Not Rated,40,EUPORA,39744,78,WEBSTER,662-902-2793,4 PM - 5 PM,T W TH 
ELBA C. MARTINEZ,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,601-631-1068,3 PM - 3 PM,M T 
Elizabeth Janak,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,601-636-3858,2 PM - 2 PM,TH 
Elizabeth Koch,UNLICENSED,6,Relative In-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,601-636-7014,1 PM - 2 PM,M W TH F
Alma Hernandez,LICENSED,3,Group Home,0,Not Rated,42,WAYNESBORO,39367,77,WAYNE,601-636-7554,1 PM - 9 AM,W 
Alma's Day Care,LICENSED,4,Center,0,Not Rated,35,WAYNESBORO,39367,77,WAYNE,601-638-2888,3 PM - 5 PM,W 
AlphaBest @ Lake Dallas Elementary,LICENSED,2,Slot Contractor,2,Average,42,WAYNESBORO,39367,77,WAYNE,601-665-6231,12 PM - 4 AM,T F
Felicia Lynette Woods-Pete,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,STATE LINE,39362,77,WAYNE,601-693-0502,1 PM - 5 PM,W TH F
Florita  Hill,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BUCKATUNNA,39322,77,WAYNE,601-695-2530,4 PM - 7 AM,TH 
Gift Nkani,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,BUCKATUNNA,39322,77,WAYNE,601-734-6962,12 PM - 1 PM,T 
Kelly Berry,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-247-0589,4 PM - 4 AM,F
Keneesha Pines,UNLICENSED,6,Relative In-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-247-3291,12 PM - 8 AM,M TH F
Kenna Watts,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-247-3483,12 PM - 5 PM,T W 
Kerri Smith,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-252-3715,11 AM - 11 AM,M W 
Kory Vaughan,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-280-3434,4 PM - 7 AM,M T W F
Kristine Leathers,UNLICENSED,6,Relative In-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-289-1679,4 PM - 4 PM,
Lady Ann  Savannah,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-290-8881,4 PM - 1 PM,M TH 
Lakeicha Vernice Clark,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-298-3159,1 PM - 2 PM,M W TH 
Lara McCoy,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-302-7050,2 PM - 3 AM,TH F
LaShandia Harris,UNLICENSED,6,Relative In-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-303-4915,3 PM - 8 AM,T W 
Laura  Knight,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-317-0904,11 AM - 10 AM,W TH 
LaVonda  Williams,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-327-6630,1 PM - 3 PM,M W TH F
Lawana Salehi,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-327-8008,2 PM - 12 PM,M 
Armida Medina,LICENSED,4,Center,0,Not Rated,20,WAYNESBORO,39367,77,WAYNE,662-332-5227,10 AM - 2 PM,T W TH F
Leticia Flores Fraire,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-332-7252,2 PM - 4 PM,T W F
Leticia Maldonado,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-332-8128,4 PM - 3 PM,T W F
Arooj Day Care,LICENSED,4,Center,0,Not Rated,12,WAYNESBORO,39367,77,WAYNE,662-332-8128,12 PM - 4 AM,T W F
Maria A Vazquez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-394-1042,1 PM - 9 AM,T TH F
Megan Wright,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-561-0400,4 PM - 12 PM,M W F
Melissa Seitz,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,SHUBUTA,39360,77,WAYNE,662-571-1678,10 AM - 7 AM,T W F
Mendy Brown,UNLICENSED,6,Relative In-Home,0,Not Rated,5,SHUBUTA,39360,77,WAYNE,662-571-4841,12 PM - 3 AM,T TH F
Nohemi Arellano Gandara,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,STATE LINE,39362,77,WAYNE,662-627-2196,4 PM - 10 AM,T W F
Pam Stockton,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-645-0932,1 PM - 4 AM,M T W 
Peggy Leung,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-701-5066,12 PM - 7 AM,M TH F
Royneka Collins,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-809-1050,10 AM - 3 AM,T TH F
